Identifier	Character	Dialogue	Filename	Line Number
whatsthisallabout_future_85fee2fa	f	Okay, now you're just making them up.	game/whatsthisabout.rpy	229
whatsthisallabout_future_ce367ede	f	But okay. Let's leave. Especially if you know somewhere safer.	game/whatsthisabout.rpy	230
whatsthisallabout_future_1c20cda4	f	This place is starting to creep me out anyway, after, you know, almost dying and all.	game/whatsthisabout.rpy	231
whatsthisallabout_future_96587085	f	Seriously?	game/whatsthisabout.rpy	234
whatsthisallabout_future_3244fac7	f	You're serious?	game/whatsthisabout.rpy	235
whatsthisallabout_future_3ef719eb	f	I mean, almost anything, I guess. Anything is better than 'time-murder.'	game/whatsthisabout.rpy	236
whatsthisallabout_future_31d86202	f	Off the top of my head, for example, 'Chrono-Kill' sounds, like, WAY cooler.	game/whatsthisabout.rpy	237
whatsthisallabout_future_ba1e39dd	f	At least 10%% cooler. Maybe even double that.	game/whatsthisabout.rpy	238
whatsthisallabout_future_33d80ea2	f	And that's just off the top of my head.	game/whatsthisabout.rpy	239
whatsthisallabout_future_2d104cc5	f	Any advanced, time-traveling civilization worth its salt ought to be more than capable of coming up with better ideas I have over dinner.	game/whatsthisabout.rpy	240
whatsthisallabout_future_083c725a	f	Oh. That actually sounds pretty grim.	game/whatsthisabout.rpy	243
whatsthisallabout_future_a7819760	f	....	game/whatsthisabout.rpy	244
whatsthisallabout_future_b4752fcb	f	Do you know how this one ends?	game/whatsthisabout.rpy	246
whatsthisallabout_future_2bd1f7c4		So then there is still hope!	game/whatsthisabout.rpy	249
whatsthisallabout_future_ff64ee01	f	I can live with that, I guess.	game/whatsthisabout.rpy	251
whatsthisallabout_future_702a66f5	f	Part of me wants to know, so I can face it head-on, and be brave and all that.	game/whatsthisabout.rpy	252
whatsthisallabout_future_fe4a6555	f	But part of me wants to just not worry about it.	game/whatsthisabout.rpy	253
whatsthisallabout_future_a57b227c	f	Although... We're still going to try to change it, right?	game/whatsthisabout.rpy	254
whatsthisallabout_future_230290b8	f	Oh. Wow.	game/whatsthisabout.rpy	261
whatsthisallabout_future_1b97d4d0	f	That's cold!	game/whatsthisabout.rpy	262
whatsthisallabout_future_fe533ae8	f	I don't know if I feel comfortable with this plan any more.	game/whatsthisabout.rpy	263
whatsthisallabout_future_fd3c8957	f	Do you know if... Do you know if it will hurt much?	game/whatsthisabout.rpy	264
whatsthisallabout_future_4d0cd723	f	Excellent. So what do we do first?	game/whatsthisabout.rpy	266
whatsthisallabout_future_2a757253	f	That's a plan I can get behind!	game/whatsthisabout.rpy	271
whatsthisallabout_future_51427be2	f	Roger that!	game/whatsthisabout.rpy	274
whatsthisallabout_future_561cecce	f	Oh.	game/whatsthisabout.rpy	279
whatsthisallabout_future_a7819760_1	f	....	game/whatsthisabout.rpy	280
whatsthisallabout_future_89f1bbe7	f	That's... kind of creepy, hearing you just say it like that.	game/whatsthisabout.rpy	281
whatsthisallabout_future_31820487	f	Like you're pronouncing judgment upon me, or whatever.	game/whatsthisabout.rpy	282
whatsthisallabout_future_03cfc8f7	f	Not that I'm doubting you!	game/whatsthisabout.rpy	283
whatsthisallabout_future_78e5632f	f	It's just... I don't know, it gives me chills hearing you calmly describe how I die if I leave.	game/whatsthisabout.rpy	284
whatsthisallabout_future_bc383289	f	Guess that means we should stay here then?	game/whatsthisabout.rpy	285
whatsthisallabout_future_561cecce_1	f	Oh.	game/whatsthisabout.rpy	288
whatsthisallabout_future_ca0d9b96	f	That sounds rather abrupt.	game/whatsthisabout.rpy	289
whatsthisallabout_future_5e03bc71	f	That's... pretty hard to believe.	game/whatsthisabout.rpy	292
whatsthisallabout_future_c3bcc471	f	And I say that having already had a moderately unbelievable evening, discovering that my best friend is apparently a time traveler.	game/whatsthisabout.rpy	293
whatsthisallabout_future_04baa4c4	f	We're in the middle of a brightly lit restaurant, you know.	game/whatsthisabout.rpy	294
whatsthisallabout_future_54ff9e15	f	This isn't the sort of place that ninjas usually attack.	game/whatsthisabout.rpy	295
whatsthisallabout_future_c61106a7	f	Okay. I know I've said this a lot tonight, but...	game/whatsthisabout.rpy	298
whatsthisallabout_future_23a2ad6b	f	Are you really serious?	game/whatsthisabout.rpy	299
whatsthisallabout_future_cdf5b23d	f	Like, really {i}really{/i} serious?	game/whatsthisabout.rpy	300
whatsthisallabout_future_bbdc7e50	f	Because it's getting pretty hard at this point to take you seriously.	game/whatsthisabout.rpy	301
whatsthisallabout_future_06398373		She sighs.	game/whatsthisabout.rpy	302
whatsthisallabout_future_681f6695	f	Well. At least I don't die in some boring way, like getting shot, or eating peanuts by mistake.	game/whatsthisabout.rpy	303
whatsthisallabout_future_158c972b	f	So how long do we have to get out of here?	game/whatsthisabout.rpy	304
whatsthisallabout_future_561cecce_2	f	Oh.	game/whatsthisabout.rpy	310
whatsthisallabout_future_1f1cd1fc	f	You know, this evening just keeps getting more and more convoluted.	game/whatsthisabout.rpy	311
whatsthisallabout_future_b382f2f2	f	So this must mean you have a plan? Except I won't go along with it?	game/whatsthisabout.rpy	312
whatsthisallabout_future_9d67a242	f	Probably because you started it before you saved my life, and I'm too weirded out to listen to it?	game/whatsthisabout.rpy	313
whatsthisallabout_future_4da8edd7	f	Oh man, {i}this is so cool.{/i}. We're totally making a paradox here, you know that?	game/whatsthisabout.rpy	319
whatsthisallabout_future_d9aa3cf3	f	You're not going to get in trouble with your time-boss for this, are you?	game/whatsthisabout.rpy	320
whatsthisallabout_future_b8e85cea	f	You play this one by the book, you hear?! Or he'll have your badge!	game/whatsthisabout.rpy	323
whatsthisallabout_future_152b7bd9	f	You're a loose cannon!	game/whatsthisabout.rpy	324
whatsthisallabout_future_e5772407	f	Seriously, though, I hope you won't get in trouble for this.	game/whatsthisabout.rpy	325
whatsthisallabout_future_5075e20c	f	That's good.	game/whatsthisabout.rpy	327
whatsthisallabout_future_d4e5a04c	f	Woah, so you're like a time-vigilante?	game/whatsthisabout.rpy	329
whatsthisallabout_future_31b9462c	f	You're even cooler than I thought!	game/whatsthisabout.rpy	330
whatsthisallabout_future_c21e83cd	f	Okay. So we need to come up with something you can tell me, that there is no way you could know, unless something truly weird was going on.	game/whatsthisabout.rpy	331
whatsthisallabout_future_71ba9bb0	f	So anything I've ever told anyone or written down is out.	game/whatsthisabout.rpy	332
whatsthisallabout_future_5c381e8e	f	Let me think.	game/whatsthisabout.rpy	333
whatsthisallabout_start_esper_07b17066	f	What's this all about?	game/whatsthisabout.rpy	346
whatsthisallabout_start_esper_82495245	f	Er... What?	game/whatsthisabout.rpy	349
whatsthisallabout_start_esper_f1103dae	f	I didn't even know psychics {i}had{/i} a code.	game/whatsthisabout.rpy	350
whatsthisallabout_start_esper_7169dce9	f	Are you like, some kind of, I don't know, psy-cop or something?	game/whatsthisabout.rpy	353
whatsthisallabout_start_esper_8f0337e1	f	That sounds awesome!	game/whatsthisabout.rpy	354
whatsthisallabout_start_esper_ca0685da	f	Or... you're not a supervillain, are you?	game/whatsthisabout.rpy	355
whatsthisallabout_start_esper_340663e1	f	You don't look all creepy like Psycho-Mantis, but maybe you're just using your mind-powers to make me think you don't look creepy?	game/whatsthisabout.rpy	356
whatsthisallabout_start_esper_0bcdbd1f	f	Oh. Whew.	game/whatsthisabout.rpy	359
whatsthisallabout_start_esper_08995c90		You'd swear she almost seems disappointed.	game/whatsthisabout.rpy	360
whatsthisallabout_start_esper_025f8e8c	f	Woooooaaaah!	game/whatsthisabout.rpy	363
whatsthisallabout_start_esper_fdb4aed6	f	It's like you can read my very soul!	game/whatsthisabout.rpy	364
whatsthisallabout_start_esper_3ec57d49	f	...	game/whatsthisabout.rpy	365
whatsthisallabout_start_esper_561cecce	f	Oh.	game/whatsthisabout.rpy	368
whatsthisallabout_start_esper_57b3b44a	f	That doesn't sound good at all.	game/whatsthisabout.rpy	369
whatsthisallabout_start_esper_fdf693dd	f	Even after you saved my life?	game/whatsthisabout.rpy	372
whatsthisallabout_start_esper_1f416d05	f	That's crappy.	game/whatsthisabout.rpy	373
whatsthisallabout_start_esper_21e63020	f	I knew I shouldn't have gotten out of bed this morning.	game/whatsthisabout.rpy	374
whatsthisallabout_start_esper_534fd462	f	[prompt]	game/whatsthisabout.rpy	382
whatsthisallabout_start_esper_2a757253	f	That's a plan I can get behind!	game/whatsthisabout.rpy	385
whatsthisallabout_start_esper_70359e00	f	So, uh. If you don't mind me asking. What's it like being a psychic?	game/whatsthisabout.rpy	386
whatsthisallabout_start_esper_0f06ee9a	f	You're the one who's psychic!	game/whatsthisabout.rpy	389
whatsthisallabout_start_esper_1ccad775	f	Let's head out! This place has me a little rattled anyway.	game/whatsthisabout.rpy	390
esper_needASecret_bcdf0bcd	f	Huh?	game/whatsthisabout.rpy	395
esper_needASecret_ffa21210	f	That's a weird thing to need.	game/whatsthisabout.rpy	396
esper_needASecret_fa791fbb	f	You need some way of convincing me to trust you?	game/whatsthisabout.rpy	397
esper_needASecret_44ff7fca	f	But I already trust you, I think.	game/whatsthisabout.rpy	398
esper_needASecret_158697a6	f	That's kind of worrying, you know. Asking me to trust you, when I already do.	game/whatsthisabout.rpy	399
esper_needASecret_e1359973	f	It's one of those things that, when you say it, has basically the opposite effect you want.	game/whatsthisabout.rpy	400
esper_needASecret_ce2f3bc2	f	Like saying 'I'm not crazy!' Have you ever noticed that?	game/whatsthisabout.rpy	401
esper_needASecret_2d323ef1	f	But yeah. Are you worried that evil mind-soldiers will make me forget you or something?	game/whatsthisabout.rpy	402
esper_needASecret_9aca349b	f	Wait, are {i}you{/i} going to make me forget you? Like in Men in Black?	game/whatsthisabout.rpy	403
esper_needASecret_2909de9e	f	What exactly are you asking for here, and why?	game/whatsthisabout.rpy	404
esper_needASecret_0fa38397	f	So you need, I don't know, some kind of thing you could tell me that would make me trust you, even if I didn't remember you?	game/whatsthisabout.rpy	407
esper_needASecret_6bbce6ac	f	Like a kind of password, or shibboleth, or something?	game/whatsthisabout.rpy	408
esper_needASecret_3b33aa51	f	Hmm. It would need to be something that I knew I hadn't told anyone. Or at least didn't remember telling anyone.	game/whatsthisabout.rpy	409
esper_needASecret_1385ee95	f	Otherwise I'd probably end up thinking you were a creepy stalker or something.	game/whatsthisabout.rpy	410
esper_needASecret_38c18154	f	I can be kind of paranoid sometimes.	game/whatsthisabout.rpy	411
esper_needASecret_83865da7	f	Okay, let me think.	game/whatsthisabout.rpy	412
esper_needASecret_c9d21356	f	Except...	game/whatsthisabout.rpy	413
esper_needASecret_076b2b00	f	If you're really a mind reader... Why do you need me to tell you one?	game/whatsthisabout.rpy	414
esper_needASecret_7102c46e	f	Can't you just read my mind again and find something?	game/whatsthisabout.rpy	415
esper_needASecret_f8372e21	f	... Oh.	game/whatsthisabout.rpy	422
esper_needASecret_84adde68	f	God, that's creepy.	game/whatsthisabout.rpy	423
esper_needASecret_8b2f679d	f	But yes. I don't think I ever told anyone that was my name for it.	game/whatsthisabout.rpy	424
esper_needASecret_0fa2b3c0	f	I was always too afraid Mom would find out. Too embarrassed to really talk about it.	game/whatsthisabout.rpy	425
esper_needASecret_fef6321a	f	Heh. Well, as I said. I'm kind of paranoid sometimes.	game/whatsthisabout.rpy	426
esper_needASecret_f012f592	f	That sounds... kind of suspicious.	game/whatsthisabout.rpy	428
esper_needASecret_6a39d23c	f	That's a highly convenient time for your mental powers to suddenly konk out.	game/whatsthisabout.rpy	429
esper_needASecret_139abe56	f	This whole thing feels really dubious.	game/whatsthisabout.rpy	430
esper_needASecret_75318ffe	f	I want to trust you. I really do.	game/whatsthisabout.rpy	431
esper_needASecret_e7aeb558	f	But everything about this feels like some kind of a setup.	game/whatsthisabout.rpy	432
esper_needASecret_4303f264	f	I don't know how you guessed my numbers before, but something here doesn't add up.	game/whatsthisabout.rpy	433
esper_needASecret_072c9198	f	Um. You're what?	game/whatsthisabout.rpy	436
esper_needASecret_0df1f5e7	f	I'm not sure I'm cool with that.	game/whatsthisabout.rpy	437
esper_needASecret_b674fb72	f	The idea of someone messing with my head like that, and editing my memories?	game/whatsthisabout.rpy	438
esper_needASecret_eec6ef60	f	That's kind of not cool, you know?	game/whatsthisabout.rpy	439
esper_needASecret_93bbc126	f	You're not really going to do that, are you?	game/whatsthisabout.rpy	440
esper_needASecret_e7137498	f	That's an oddly specific 'hypothetical situation'.	game/whatsthisabout.rpy	443
esper_needASecret_f1eeee8c	f	You know, you're really making me start to wonder if this whole thing isn't some kind of setup.	game/whatsthisabout.rpy	444
esper_needASecret_0957fbed	f	I still don't know how you guessed my numbers, but everything since then makes me really suspicious.	game/whatsthisabout.rpy	445
esper_needASecret_08ee210b	f	I think I'm done here tonight.	game/whatsthisabout.rpy	446
esper_needASecret_39c7376b	f	I need to digest all of this.	game/whatsthisabout.rpy	447
esper_needASecret_2a1ed3f1	f	We'll talk again tomorrow, I guess.	game/whatsthisabout.rpy	448
whatsthisallabout_savegame_91f7fdc9	f	What is all this about?	game/whatsthisabout.rpy	470
whatsthisallabout_savegame_dc882042	f	Oh. I guess that sucks for you.	game/whatsthisabout.rpy	473
whatsthisallabout_savegame_8bb1004f	f	I'm... not sure if you're expecting me to feel sympathy here now, or what?	game/whatsthisabout.rpy	474
whatsthisallabout_savegame_bdd60c33	f	So now that I didn't die, does that mean you win now?	game/whatsthisabout.rpy	475
whatsthisallabout_savegame_b37a3c38	f	Well, let's make the best of it!	game/whatsthisabout.rpy	480
whatsthisallabout_savegame_a2071966	f	I certainly support your goal of me not dying.	game/whatsthisabout.rpy	481
whatsthisallabout_savegame_9ecf0675	f	What should we do?	game/whatsthisabout.rpy	482
whatsthisallabout_savegame_51427be2	f	Roger that!	game/whatsthisabout.rpy	485
whatsthisallabout_savegame_b7e85c19	f	Okay!	game/whatsthisabout.rpy	488
whatsthisallabout_savegame_b9b9445f	f	Oh. Really?	game/whatsthisabout.rpy	491
whatsthisallabout_savegame_04f165e9	f	That's kind of crappy.	game/whatsthisabout.rpy	492
whatsthisallabout_savegame_75ad9deb	f	Will you reload and try again?	game/whatsthisabout.rpy	493
whatsthisallabout_savegame_5075e20c	f	That's good.	game/whatsthisabout.rpy	496
whatsthisallabout_savegame_36cc4b47	f	See you around, I guess?	game/whatsthisabout.rpy	497
whatsthisallabout_savegame_d7d762ae	f	Oh. That's kind of a grim thing to say.	game/whatsthisabout.rpy	499
whatsthisallabout_savegame_63a5a32f	f	You'll understand if I hope that you're actually lying to me, and this is some kind of trick, then, right?	game/whatsthisabout.rpy	500
whatsthisallabout_savegame_a533dd71	f	And that I'm not actually going to die today?	game/whatsthisabout.rpy	501
whatsthisallabout_savegame_30f41b07	f	Neat! Then do you know kung fu?	game/whatsthisabout.rpy	506
whatsthisallabout_savegame_03b38e72	f	Do I look like a bunch of numbers in your Neo-vision?	game/whatsthisabout.rpy	507
whatsthisallabout_savegame_b2a1671f	f	Do something cool, since you're The One!	game/whatsthisabout.rpy	509
whatsthisallabout_savegame_96b5f632	f	Aww.	game/whatsthisabout.rpy	512
whatsthisallabout_savegame_da0608a8	f	So then - what now?	game/whatsthisabout.rpy	513
whatsthisallabout_savegame_57db0a00	f	You saved my life - did some kind of crazy mind-reading trick that you claim was done because you rebooted the universe.	game/whatsthisabout.rpy	514
whatsthisallabout_savegame_accf5f5b	f	What comes next?	game/whatsthisabout.rpy	515
whatsthisallabout_savegame_9d42d699	f	Oh. That's pretty morbid.	game/whatsthisabout.rpy	518
whatsthisallabout_savegame_2215ba4c	f	Is that going to take you a while? Or...?	game/whatsthisabout.rpy	519
whatsthisallabout_savegame_cd1075ab	f	Should I just finish my dinner while you do that?	game/whatsthisabout.rpy	520
whatsthisallabout_savegame_f4042f51	f	Let me know if you find anything interesting, I guess...?	game/whatsthisabout.rpy	521
whatsthisallabout_savegame_cd0f191c	f	Oh! Great!	game/whatsthisabout.rpy	524
whatsthisallabout_savegame_9da4bffd	f	I've always wanted one of those.	game/whatsthisabout.rpy	525
whatsthisallabout_savegame_b199fe8c	f	Oh. That's not good.	game/whatsthisabout.rpy	528
whatsthisallabout_savegame_96b5f632_1	f	Aww.	game/whatsthisabout.rpy	531
whatsthisallabout_savegame_a3f36b9a	f	Can you do {i}something{/i} cool, though?	game/whatsthisabout.rpy	532
whatsthisallabout_savegame_8c92c873	f	You can't just do a crazy mind-reading trick like that, claim to be some magical universe-hacker, and then leave me hanging, you know?	game/whatsthisabout.rpy	533
whatsthisallabout_savegame_4682b0b7	f	Or do I have to wait until I'm in trouble again, before you leap into action with your wire-fu karate skills?	game/whatsthisabout.rpy	534
whatsthisallabout_savegame_5888a5c3	f	I wonder how long I'll have to wait.	game/whatsthisabout.rpy	535
whatsthisallabout_savegame_5b31a686		The two of you leave the restaurant, and then you fly Felicia home, because you can fly, because you are a hacker and super awesome.	game/whatsthisabout.rpy	538
whatsthisallabout_savegame_5f633294	f	Okay...	game/whatsthisabout.rpy	541
whatsthisallabout_savegame_dcb25e94	f	What does that mean exactly?	game/whatsthisabout.rpy	542
whatsthisallabout_savegame_f2fa777f	f	I mean, I've taken Philosophy 101. Sure, we could all be brains in jars, living simulations or whatever.	game/whatsthisabout.rpy	543
whatsthisallabout_savegame_0a25864a	f	Or I guess, as you're saying, computer programs that only think that they're people.	game/whatsthisabout.rpy	544
whatsthisallabout_savegame_64a6be42	f	But if the illusion is good enough that I can't tell - how does that affect me?	game/whatsthisabout.rpy	545
whatsthisallabout_savegame_a10445a2	f	For that matter, how do you know that {i}you{/i} are even real?	game/whatsthisabout.rpy	546
whatsthisallabout_savegame_a5fe4e05	f	Maybe you just think you're playing a game with me in it, and you're really part of a different game for someone else?	game/whatsthisabout.rpy	547
whatsthisallabout_savegame_757d716e	f	What, your game has {i}buttons?{/i}	game/whatsthisabout.rpy	550
whatsthisallabout_savegame_c4649a77	f	The '90s called. They want their interfaces back!	game/whatsthisabout.rpy	551
whatsthisallabout_savegame_da55d589	f	My game is state of the art, voice-activated, hyperthreaded real time reality-based gameplay.	game/whatsthisabout.rpy	552
whatsthisallabout_savegame_6e46adad	f	Take that!	game/whatsthisabout.rpy	553
whatsthisallabout_savegame_4bab2615	f	Hah!	game/whatsthisabout.rpy	556
whatsthisallabout_savegame_eb6eb4bb	f	Oh yeah? Well... Uh... You don't even mean anything!	game/whatsthisabout.rpy	559
whatsthisallabout_savegame_17b44c73	f	Hah. Well, I win at that, for what it's worth.	game/whatsthisabout.rpy	563
whatsthisallabout_savegame_e9a0b76d	f	More exciting is usually good anyway.	game/whatsthisabout.rpy	564
whatsthisallabout_savegame_03b6fe1f	f	After all, who wants to live a boring life?	game/whatsthisabout.rpy	565
whatsthisallabout_savegame_e199655b	f	No, I think you are.	game/whatsthisabout.rpy	568
whatsthisallabout_savegame_411efe67	f	Nuh uh, it's you.	game/whatsthisabout.rpy	573
whatsthisallabout_savegame_37189270	f	No, I'm pretty sure you are.	game/whatsthisabout.rpy	578
whatsthisallabout_savegame_de09b3be	f	No, you're the one in a game.	game/whatsthisabout.rpy	583
whatsthisallabout_savegame_dd05b25a	f	No, {i}you're{/i} on {i}my{/i} screen right now.	game/whatsthisabout.rpy	588
whatsthisallabout_savegame_8a6d3d02	f	No, {i}you{/i} don't have a game. You're in my screen. That I'm playing. To the end. Or whatever.	game/whatsthisabout.rpy	593
whatsthisallabout_savegame_a725a79d	f	No, {i}you're{/i} the one in the game. You can tell.	game/whatsthisabout.rpy	598
whatsthisallabout_savegame_ce93b9cf	f	No, now {i}you're{/i} just trying to be annoying.	game/whatsthisabout.rpy	603
whatsthisallabout_savegame_2ad54d20	f	No, you stop copying me!	game/whatsthisabout.rpy	608
whatsthisallabout_savegame_0836c73a	f	No, you're stupid.	game/whatsthisabout.rpy	613
whatsthisallabout_savegame_4bab2615_1	f	Hah!	game/whatsthisabout.rpy	615
whatsthisallabout_savegame_a3df4e9a	f	But didn't you already do that?	game/whatsthisabout.rpy	619
whatsthisallabout_savegame_71fc4db7	f	You already saved my life tonight.	game/whatsthisabout.rpy	620
whatsthisallabout_savegame_2185c7eb	f	Aren't we in the clear now?	game/whatsthisabout.rpy	622
whatsthisallabout_savegame_d41d41b5	f	Oh, that's good.	game/whatsthisabout.rpy	625
whatsthisallabout_savegame_61d20eb4	f	Hah. So you get to experience this fresh, like the rest of us mortals?	game/whatsthisabout.rpy	628
whatsthisallabout_savegame_46308ec5	f	Well, guess we'll see what happens next.	game/whatsthisabout.rpy	629
whatsthisallabout_savegame_6ff7004b	f	What's our next move?	game/whatsthisabout.rpy	630
whatsthisallabout_savegame_125287aa	f	Okay.	game/whatsthisabout.rpy	633
whatsthisallabout_savegame_3977cdf9	f	I might be feeling too nervous to finish my dinner now.	game/whatsthisabout.rpy	634
whatsthisallabout_savegame_829ac094	f	But that's probably the least of my concerns now, huh?	game/whatsthisabout.rpy	635
whatsthisallabout_savegame_5b5149e9	f	Okay, let's go.	game/whatsthisabout.rpy	638
whatsthisallabout_savegame_a9490010	f	You've got me all spooked now!	game/whatsthisabout.rpy	639
whatsthisallabout_savegame_561cecce	f	Oh.	game/whatsthisabout.rpy	642
whatsthisallabout_savegame_04f165e9_1	f	That's kind of crappy.	game/whatsthisabout.rpy	643
whatsthisallabout_savegame_15074360	f	Oh. What should we do, then?	game/whatsthisabout.rpy	646
whatsthisallabout_savegame_79d17bb7	f	Do you know somewhere safer?	game/whatsthisabout.rpy	647
whatsthisallabout_savegame_76ceb2bf	f	Huh. That leaves me kind of screwed, doesn't it.	game/whatsthisabout.rpy	654
whatsthisallabout_savegame_c1b93561	f	So what's your plan, then?	game/whatsthisabout.rpy	655
whatsthisallabout_savegame_faa5c693	f	I wish I could afford to be that passive.	game/whatsthisabout.rpy	658
whatsthisallabout_savegame_1079d10e	f	Actually, you know what? You're full of it.	game/whatsthisabout.rpy	659
whatsthisallabout_savegame_c01a0ff9	f	You expect me to believe that you know I'm going to die, and that now you're just going to sit and watch?	game/whatsthisabout.rpy	660
whatsthisallabout_savegame_0f2737f8	f	This {i}has{/i} to be a joke. I know you. That's not you.	game/whatsthisabout.rpy	661
whatsthisallabout_savegame_fcc8d573	f	If I were actually about to die, you wouldn't just be sitting there!	game/whatsthisabout.rpy	662
whatsthisallabout_savegame_8fbcc2cc	f	You'd be {i}doing{/i} something. You're taking this all way too calmly to be real.	game/whatsthisabout.rpy	663
whatsthisallabout_savegame_d22f8b81	f	What kind of a person could sit and watch someone die so emotionlessly?	game/whatsthisabout.rpy	664
whatsthisallabout_savegame_44108ee4	f	This was a pretty dirty trick.	game/whatsthisabout.rpy	665
whatsthisallabout_savegame_90bb8f4f	f	So? I'm right, aren't I?	game/whatsthisabout.rpy	666
whatsthisallabout_savegame_f9d3dca4	f	Oh. I was hoping for something more, I don't know...	game/whatsthisabout.rpy	676
whatsthisallabout_savegame_9a689c3b	f	Proactive.	game/whatsthisabout.rpy	677
whatsthisallabout_savegame_561cecce_1	f	Oh.	game/whatsthisabout.rpy	680
whatsthisallabout_savegame_b98c7748	f	I guess that sounds reasonable.	game/whatsthisabout.rpy	681
whatsthisallabout_savegame_907149fc	f	I'm not totally happy about the 'me dying' part of this plan.	game/whatsthisabout.rpy	682
whatsthisallabout_savegame_889e1f00	f	Heck, I'm still not totally sure this isn't some stupid trick you're playing.	game/whatsthisabout.rpy	683
whatsthisallabout_savegame_a1ea0e2f	f	Like, I'll get all convinced that I'm about to die, and then you'll shout 'Surprise!' and I get to feel like an idiot.	game/whatsthisabout.rpy	684
whatsthisallabout_savegame_2baae9ee	f	I... kind of hope that's it, honestly.	game/whatsthisabout.rpy	685
whatsthisallabout_savegame_209ed468	f	It's fun to imagine that my life just got a lot more exciting.	game/whatsthisabout.rpy	686
whatsthisallabout_savegame_84305749	f	But it's not very fun to imagine that my life just got a lot more short.	game/whatsthisabout.rpy	687
whatsthisallabout_savegame_39404f92	f	Let me know if you find any clues, okay?	game/whatsthisabout.rpy	688
whatsthisallabout_savegame_561cecce_2	f	Oh.	game/whatsthisabout.rpy	691
whatsthisallabout_savegame_1e2868de	f	That sucks.	game/whatsthisabout.rpy	692
whatsthisallabout_savegame_34fb8cfd	f	Well, I guess in that case I don't have to feel guilty about ordering dessert, at least.	game/whatsthisabout.rpy	693
whatsthisallabout_savegame_d69811f8	f	Hey, this isn't some trick or something, is it?	game/whatsthisabout.rpy	694
whatsthisallabout_savegame_c730854a	f	I mean, the part where you saved my life, and then knew what word I was thinking of was kind of convincing.	game/whatsthisabout.rpy	695
whatsthisallabout_savegame_7d2f1399	f	But I'm going to be kind of mad if it turns out that I blew my diet for nothing.	game/whatsthisabout.rpy	696
whatsthisallabout_savegame_231b3efb	f	Hahaha! Seriously? You're serious?	game/whatsthisabout.rpy	700
whatsthisallabout_savegame_3efbf6a4	f	What in the world were you doing to make me think you were a stalker?	game/whatsthisabout.rpy	701
whatsthisallabout_savegame_055bf734	f	Ahh, yeah, that makes sense.	game/whatsthisabout.rpy	704
whatsthisallabout_savegame_24b3f82c	f	I {i}am{/i} pretty paranoid, and if you dumped that on me all at once, I'd probably freak out.	game/whatsthisabout.rpy	705
whatsthisallabout_savegame_c1feefb1	f	I mean, I'm kind of freaked out as it is, but I think I'm at least to the point where I'm willing to accept that {i}something{/i} weird is going down, you know?	game/whatsthisabout.rpy	706
whatsthisallabout_savegame_85c69ae1	f	Hehe. You must have done something {i}really{/i} embarrassing if you don't want to talk about it.	game/whatsthisabout.rpy	708
whatsthisallabout_savegame_84ebd001	f	Okay, I'll play along. Not important.	game/whatsthisabout.rpy	709
whatsthisallabout_savegame_bd6a4025	f	So I guess the trick is, how do you convince me to trust you in a hurry?	game/whatsthisabout.rpy	711
whatsthisallabout_savegame_a8c6dd90	f	That's kind of a tough one.	game/whatsthisabout.rpy	712
whatsthisallabout_savegame_58024f4a	f	I guess you'd need to be able to tell me something nonthreatening, but also mysterious enough to pique my interest.	game/whatsthisabout.rpy	713
whatsthisallabout_savegame_5811fc15	f	So even if I wasn't sure how you did it, I'd be interested enough to play along, huh?	game/whatsthisabout.rpy	714
whatsthisallabout_savegame_f2b71567	f	And if I'm calling you a crazy stalker, then it would need to be something that you couldn't possibly know, even if you {i}were{/i} stalking me.	game/whatsthisabout.rpy	715
whatsthisallabout_savegame_24bb6b35	f	So... Hmm.	game/whatsthisabout.rpy	716
needASecret_general_91c45043	f	Let me think...	game/whatsthisabout.rpy	730
needASecret_general_a7819760	f	....	game/whatsthisabout.rpy	731
needASecret_general_a2efc8d1	f	...........	game/whatsthisabout.rpy	732
needASecret_general_97ceff64	f	Hmm. This is hard.	game/whatsthisabout.rpy	733
needASecret_general_5b499500	f	You mean eleventeen ninety-dozen? How did you know about that?!?	game/whatsthisabout.rpy	736
needASecret_general_92db0450	f	That would work, but I was talking about it with Mom just last week.	game/whatsthisabout.rpy	737
needASecret_general_3ec57d49	f	...	game/whatsthisabout.rpy	738
needASecret_general_b2160662	f	I'll try to come up with something else.	game/whatsthisabout.rpy	739
needASecret_general_96587085	f	Seriously?	game/whatsthisabout.rpy	741
needASecret_general_c6f4e2b1	f	I can't tell if you're joking or not.	game/whatsthisabout.rpy	742
needASecret_general_b9765480		She shows you her backpack.	game/whatsthisabout.rpy	743
needASecret_general_8b36ff0f		On the back, you can see now it has hand-embroidered letters, reading 'Macho Man Randy Savage 4-ever'	game/whatsthisabout.rpy	744
needASecret_general_3ec57d49_1	f	...	game/whatsthisabout.rpy	745
needASecret_general_c0d9fe51	f	Sorry. Yeah, that one wouldn't be too hard for someone to guess.	game/whatsthisabout.rpy	746
needASecret_general_6409934a	f	I'll see if I can't think of something better.	game/whatsthisabout.rpy	747
needASecret_general_f0cd95d6	f	Hmm. No, my parents knew about that. That won't work.	game/whatsthisabout.rpy	749
needASecret_general_7e5b5d1e	f	I think they even have an embarrassing photo of that whole evening.	game/whatsthisabout.rpy	750
